tweet,label
my new bitch eat a dick like a bratwurst,1
@sugarshai2 youtube bear vs monkey bike race!,2
i don't kick it with fuck nights and bitches,1
"@soopdevilles you did you crushed his ""i got me an exotic bitch!"" dreams",1
@jaimescudi lmao fucking bitch ima whoop you like a did yesterday but i'm trying to update the roster you down,1
u a hoe,1
@ssnalerts rick scott takes 49 of vote charlie crist takes 46 scott wins second term sayfie flapol,2
that bitch better be happy about that 20 tip,1
it's karaoke night baby! hi ho! hi ho! it's off to sing i go! with a voice that sounds like sandpaper hi ho! hi ho!,2
@joshbuddy blue cheese crackers intrigues and repulses me at the same time,2
"@walkinghashtag ""@dumbcollegefun mean girls are just honest bitches truth"" @jacklynannn",1
@hgshit on my mama yous a hoe! omm yous a bitch! omm if you get in a jam i bet you snitch! omm,1
@teeeerenee bitches b tweeting everything they see to b relavent its really sad,1
this bitch instating and driving for me,1
im just gettin started oh yeah we got it bitch,1
@shreddybrady how close i am to slapping a bitch,1
my oriental gallery blog the new land of free enterprise,2
i got this root beer chillin in the fridge imma crack that bitch open in a few,1
buddy drug the whole train lmao good extra ass hoes,1
"@moneychaserr ""@vintagemonroe 8220@pussybeezus kim always being nasty pussy hungry bitch 8221look at me never hungry",1
@brandonbangerz 8220@mostafa092 amp you guys thought sharkiesha and shovel girl were crazy she snapped this bitches nose,1
@lilylovescamel @auroraabartlett i like that your room isn't a big sloppy mess like most of these twitter hoes,1
@blazethegreat the most likely signs to be crazy bitches aries taurus gemini cancer leo virgo libra scorpio sagittarius capricorn aq8230,1
its okay to smash one of your homeboys bitches or his girl just as long as you tell him about it afterwards,1
@kylegotjokes me when your bitch favorites my tweets,1
@iammarshall27 yeah man all my niggas dipped to the cars and left and i was in a barn getting chased by the ghetto bird,1
all you hoes middle name isn't nicole the jig is up,1
@discordianslip if you say one disparaging word about the charlie brown xmas special i will slash the tires on your car,1
@kree2 8220@trentdamanz these hoes are loyal8221 plot twist,1
redneck tow truck johndeere 4455 america,2
"""you better pipe your pussy down over there"" @esexruskii160lmao wth does that even mean",1
sup bitches,1
bitches stay in they feelings,1
8220@celebovickotf i hate a bitch that like to argue n shyt8221,1
i head butted a bitch in the club lmao she tried to play it off bitch i know your head hurts!,1
' indiana niggah you can tell from ma muhhfuckin grammar i swear i got 3 hoes with me just like i'm santa,1
@erinscafe bu i do i do hate the playa and the yankees if i hate the yankees for their payroll i have to hate the dodgers,2
your pathetic plan failed enjoy my phone you fucking monkey let me see your ass at benton park you wanna talk shit i'll carve your face,0
it sad how bitches wake up being messy like bitch find you another career cause this ain't working out for u,1
hahaha damn dirtyyyy hoes,1
"@causewereguys call a girl a ""bitch"" and she'll get offended but if u put ""bad"" in front she'll swear she's a queen",1
@plainblackd get these trash ass niggas outta my stadium!,0
the perfect gift for the jihadi on your shopping list,2
"when you give somebody that ""bitch"" look",1
@grizzboadams @wyattnuckels haha ight nig calm yoself,0
@joshhelton xbox live fags,1
i can be very vengeful don't be a cunt,1
"""@keyshawnswag lmfao this cat started beating the shit out of me"" my nigga finally got some pussy! my nigga!",1
@ayeedeb ray j is the perfect example of what happens when you give a lame nigga some pussy,0
@tjcurtin a birds eye view of today's harvest14 activities thanks @brentjff for the great camera work!,2
@mfoani24 nigga yes you do! take me on a ride in that bitch pleaseee,1
@sheen300 ok so for what reason did god make parasitic worms whose sole purpose is to burrow into the eye of a small african child,2
bad bitches from oakland she could beeee a model,1
im just in my car jamming to taylor swift with my side bitch,1
isis supporters in america the jihadis next door,2
if your pussy stink you aint goin to heaven,1
@cuhcuhcuh idk why skinny bitches think they got ass cuh,1
imma limit my association with these grade f bitches next year on my life just gone be me and a few ppl don't got time for the bs frfr,1
@awhooker contrary to belief us queers don8217t go around looking for things to be offended about it8217s just you cisheteros say the darne8230,1
lol my porn name is master licker wtf y i gotta have dat bitch ass name,1
klokus this bitch has his nose pierced,1
the clips hang down to the dick that's a automatic shotty from a drum they call tommy guarantee to get you bitches from by me,1
@liveanduncut if you really wanna please your man seeing him pleased gon turn you on but you know bitches aint really what they clai8230,1
that'd been a ghetto little meal,2
@graysekelly some women get in a relationship quick so they won't feel like a hoe for having sex,1
@thedouch3 most overused hoe excuses 1 it's just lyrics 2 my friends party so i party 3 men do it too 4 and vice versa 5 i was yo8230,1
@playboyg another movie that's gonna make you question your bitch,1
the hoes are for everybody my nigga!,1
@dedepayton on the low @mzlolabunny they're really looking for the next bitch to smash,1
@omfgitsoscar basic trash,2
@rbigwood @gameofarmsamc of course! win or lose you always had the most exciting matches spilt blood and all and you aren't a trash talker!,2
@huntermoore finger my pussy slowly with circular motion,1
"@gnuts2 ""@ashspeaks to these hoes i'm everything""",1
@dblockdeuce215 my face when bitches expect me to care,1
@asspicsandvines when you rubbing on her booty then start playing with her pussy with ya thumb gtgtgtgtgt,1
ratchet lol ass lol bitch,1
happy birthday nigguh keep your blunts fat and your cups filled @bigdaddysniper,1
"@jonhorsthoyer ""lester the parasitic spider monkey had 1 redeeming quality he ran the boat amp the boat attracted women"" 'only in c8230",2
@waanderlusting id chink you if you left me with blue balls,1
if i wasn't a yankee fan i probably would be a sf giants fan lol,2
"@joh2guy i love racism! ""blame whitey"" for everything! now that you mention it! i bet the white man put the desert tortoise on bundyranch",0
i always love when @kathydoermer and i vent about bitches,1
"""@sylvieamx pisces will never be anybody's bitch they don't let people control or change them"" rigghhht",1
"@rjakagunner y'all so quick to say people ""worship"" celebrities bitch i love beyonc233 her talent her legacy and what she stands for 8230",1
@igothoproblems these bitches don't love nobody amp the ho's is for everybody!,1
@blakeanderson21 @joclark6 chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after,2
only basic bitches workout at planet fitness,1
niggasbitches cheat cause mf's always think they gettin played,0
@bm00re43 bitches naked,1
now da heat fans bacc y'all niccas kill me ain't tweeted shit all damn game,1
@danielbiltmore basic bitches gt basic cable,1
@xendayaxo if you're attractive amp you think any straight guy just wants to be your friendbitch you stupid,1
i got 99 problems but a bitch ain't 1!,1
i do alot of fucking girl but i don't fuck around i been in the same pussy since before migos came out,1
stop whacking off in the shower queer boy! @ilovebamf,1
pimps up hoes down!,1
@carxlito ps3 and case is still in the trash can idgaf anymore,2
@adogg34 @jbbarker10 snapchat got hacked all of you hoes about to have some explaining to do,1
you gotta be a new breed of retarded if you do that,1
@diishaidiamond lmao yesterday them hoes was cute af lol,1
@kychelley gemma you sure are a dirty bitch! jax your dad tried to warn you! sonsofanarchy,1
8220@condeezy3 what to do after the gamehome alone and nothing to dosomeone come chill maybe go swimm8221 ima do ya bitch,1
@icanonlybnika them bitches be smackin,1
@capodaasshole @alejandrobihhh all hoes singing it too,1
@jesslaw ha! i'm actually going to see a yankee game as weird as it sounds my uncle's house in nj is an hour away,2
@ashleyrike sick bitch!,1
that bitch! how can she treat turtle like that,1
8220@jaygorgeous i need more beanies8221just ordered two true religion ones lol,2
@norrisdagod i ain't never had a basic bitch never will,1
charlie horses suck ass ouch,1
8220@nikedownluis15 @vintagemonroe them damn brownies8221i swear lmao,1
@sammytbh you're not fucking relevant you get followers from follow trains and then unfollow people because you're a faggot,1
@kxngfrxsh if ya friends always trynna get you to breakup wit ya nigga or do thot shit wit themthem bitches really ain't ya friends!,1
currently sitting down wishing a bitch would,1
8220@yattabing cavs trash heat trash smh8221pat gotta make trades,2
@imgooby you're not funny trash,2
"""@realfortes grudges are for weirdos""and bitches",1
i'm naturally bowlegged i be trying to stand normal i think i look deformed while hoes thinking that shit is cute,1
stfu hoe,1
@w1lliam @whackko y'all boyz was fried! fuck dat pussy nigga in the blue doe,1
@abstractlife man too much damn giggling was going he was offering 40 tips and shit lol think i even heard the bitch spit a couple times,1
"""@icrawley i could never have a bby by a lil dick thts y i got a abortion by the last bitch"" oh my god",1
"dude was talmbout ""i don't know why everyone hates nickelback!"" because they're trash that's why",2
"same @tyleriam that was back when i found myself listening to mad """"""real hip hop"""""" zero bitches in sight",1
@erikcochrane @tonydecola my nig,0
don't give ah fuck about ah bitch or ah nigga!,1
this bitch in ma bed got double d's that shake ass like trina when i smack her ass it shake game shake 2013shit tune hornyfuck,1
8220@blackjesus 8220@lilaerii happy new year 8221 check yo clock hun we got another hour lol8221they just did the lil count down thing,2
@legoheeadd i read that in his voice like a hoe,1
@artbylecardin @amy0813amy @deeiiggee until the world sees 2 faggot jungle bunnies are fucking and one got pregnant,1
so i figure out why i've been a bitch lately,1
8220@teelaydee @justkarahn @whatido yasss when a bitch get paid tho 8221 as long as she dnt act crazy,1
women hate hoes becuz they fuckin up the economy,1
"oh no she didnt 8220@nobeeetch watch yo mouth bitch ""@badmatatan one bitch and two dogs",1
@yummysworld 8220@thoughtsofrandy @strocorleone that bitch already got past demons in herseeding her up just gone fuse more,1
jihadis keep on prattling about having shot down today what they think is an apache helicopter maybe it was an mi35,2
yall out here fuckin other women's men risking ya life amp freedom but i'm out here single amp dolo with no bitch you gotta worry about,1
@z0mbiedance gabby's a bitch amp turned on my xbox with her nasty foot,1
"i watched one and a bitch holding the camera said ""yall need to hurry upmy battery's about to die!"" nooooo!",1
@kaymckinneyy suck ass bum ass yankees foh,1
@madchad412 omg hahaha best thing you will watch today milan lucic is a crybaby bitch goon f him and f the bruins,1
when guys throw stupid bitch fits its like whyyyyy grow some balls please i have bigger balls than you,1
my twitter app is poo trash,2
i'm hungry,2
@pubsubs @adessences @tzanchan86 btw genocide isn't war the people of gaza are no more combatants than the people of the warsaw ghetto,2
haha bitch ass gucci,1
"""@stephenwildboy chilling 8482 sexy scally lad",2
@ballout057 8220@1stblocjeremiah my tryna make me go to church tommrow he'll nawl dude8221 bitch text me back,1
and da hoes! @pr3ttyn33 i kno u hear vodka n the background,1
@stephicans mhmm tweet bird,2
some army females just bitch about everything,1
@digo13nieto thanks little fag,1
@alexdavisraps fuck i forgot to wear a belt i'ma feel like a coon all day now,1
@northphilliest @curbyourhoe ao got bitches at home scrolling ig like,1
@infidelalie yay for america amp israel we put in more jew hating muslim trash into our government! pathetic amp sickening,0
@uncleruckusbd somewhere in the ghetto it's a nigger getting shot over bbq,1
@thatkidvicente thanks little bitch,1
@doop3 lol shid who got one boy my ass lonely as a bitch you cuffed up ain't ya,1
khloee's new backpack that we colored last night!,2
all my hoes got money she in the mall she ballin bitch buy something for me,1
latina bitches only,1
@pr3ttyn33 don't like me have a with the rest of the bitches waiting for me to give a fuck,1
id rather be your niggah,1
8220@iank12 half tempted to go outside and run my phone over with my car because it's such a piece of shit fuckiphones8221 do it pussy,1
don't fuck with girls that wear beanies,1
@monkbent what's with that comeatmebro bird stressful,2
or the teach might get u got @abstraktalante i really hate a disrespectful ass bitch in class the professor is talking you stfu bitch,0
my bf @iamthedannibal loves crows thought he might enjoy the last tweet!,2
you little dumb ass bitch i dont fuck with you!,1
@truthandfashion nothing says fashion like a cunt hat,1
@sickdrawings 3d bird amp feather drawing,2
@pornhub good pussy will change your life,1
i am out! i can't listen to joe bitch about things he did himself and tell half truths msnbc your viewers deserve better morningjoe,1
@bobheller tell me again how citizen kane is the best movie of all time then go watch caddyshack you pretentious film school cunt,1
bye bye charlie strong,2
if eating the pussy makes you happy i'm all for it,1
@airsimba9 8220@treslyon tell a hoe no for the sanctity of your relationship we gotta stop fucking these woman8221,1
gotta bad red bone that look something like ashanti,2
@amaaari bitches be fake af,1
@woridstarrrr these 5th grade hoes ain't loyal,1
ohhgt whine whine whine says my faggot ass steroid cream forgiving giantsgt is busterposey takin' shot from barrybonds is that it,1
vine is filled with pussy lol smh,1
"@terrorfranchise ""i'm turning over a new leaf! no more drama and cod for me!"" is still a faggot justbigethings",1
pop that pussy,1
if someone is part of 'james x' then he's a white trash cultist,0
fat ass inbred rednecks like paula deen are breed that are going extinct i mean look at that woman i would hate to be her scale,0
@dliming35 fuck you bitch,1
@strangleme looks like a lesssquintyeyed @mikelreparaz to me hmm,2
a bitch wanna get slick 9995,1
fam 8220@1800deeznuts telling bitches you're sterile so you can hit em raw gtgtgtgtgtgt8221,1
@lamont21225 this bitch playing volleyball in timberland's edmondson kids,1
@djworkmann @bigmoneyniquee mane y'all niccas crazy af wiz old shit got niccas bitin his style n errthan,1
which one of these names is more offensive kike wop kraut wetback jigaboo towelhead gook or redskin,0
@jacobbbacker faggot,1
mayweather is a pussy hes only winning cus he picks his fight and he picks the nobody fighters fightpacquiao @floydmayweather,0
@tiffantasticc your dad is genuine happy guy because his kids aren't niggers though jimmy is my nigga 5eva,0
' with my bestf shyanna pen and ma main niggah ronnie a jackson iii movie bound after we pick up the homies,1
@justinhall3434 god bless you whitey i be sleepin in tomorrow,2
"@ayoungprince some pussy be so wet you gotta think about other things not to cum fast like ""damn i really failed the 6th grade""",1
@keosgunnplay u can kill carl but not my nigga glenn whos gonna take care of my hoe maggie,1
8220@kincade00 rico be bored then a bitch8221damn boy you watch me more than these hoes do,1
overripe eggplants are not good eats uncletweet,2
you better pray to god i don't like yo bitch cause we might catch eyes and she might get hit,1
@heyrmbr probs that fag vhia,0
if you're not attractive bitch you ain't making my drinks! tf you think this is,1
@mikebinthed rams are for fags,1
@smiie these hoes ain't loyal,1
@elcinpoyrazlar two jihadis arguing over stolen mampm's will make your day @markham @vocativ,2
you'll never catch me in public with a chick that got an iphone 4s i'm only seen in public with classy bitches,1
@faaz71 taakstraf in herkenbaar hesje in je eigen buurt pleit er al jaren voor weet hoe bevreesd ik er ooit voor was da'k er te wer8230,2
tryna save a hoe that don't wanna be saved nope nope nope not me,1
8220@itweet4uglyppl 8220@kirbymouf no one wants an ugly nigga so you've got him all to yourself no more stressing over hoes8221 lt8221 lies !,1
"@optimusodd mine will say ""the intimidator"" cause bitches can't handle it",1
ima be home tomorrow so line up a bitch for me,1
it's weird but i miss robertson screwdrivers gt from 8216toque8217 to 8216mickey8217 ten canadianisms via @nationalpost,2
truefriendtuesday my bitch @drrrruuuu,1
@rleraider thanks ravens 4 beating those fags now believe i don't give a fuck about you i'm raider nation bitches thanks 4 pu,1
@devilfzyq @devilelyie @tehdevilclan shut up fag,0
"""captain save a hoe"" is the most annoying phrase",1
dey gave da wrong nicca money,1
these niggas designing these bitches they got zippers on hoes,1
"my nigga dm'd a bitch and said ""ur eyes are so beautiful they melt me"" lmaoooo nigga thought he was reading a romantic comedy movie script",1
10thingsthatgetsonmynerves needy hoes ratchet hoes sideline hoes beggin' hoes dumb hoes looking for love on facebook hoes,1
@r3lentlsstr0ll @anastasiapacana yes i like dick and i hate bitches who am i now,1
easy congo! @80sbaby4life fuckin faggot @humbltonbanks all though i eat my lunch on the road frequently,1
"@rapbars joey badass said ""traded in my nikes for a new mic i guess it's safe to say he sold his soles for a new life""",2
plus sheryl crow,2
hey my folk this nigger loving jew boy @deuterostomes asked if i was making death threats against his goat fucking people fuck him,0
@keirranicolee i didn't know you was following me hoe,1
oomf can get it but i'm chilling till da bitch hit me up,1
@thedarius 8220@dopeshitonly man just proofread amp edited this niggah sentence8221feel like i'm back in 6th grade doing daily oral la8230,1
i hope out making they moneyylol @broski5519 aye whr da hoes at,1
only bitches talk shit,1
@geokthree i literally just told @blacksins to his face how trash he is at the shop in hooping,2
@dcowboys2188 i love dez but right now he's trash right now weeden there's others that are open,1
@kiefferjason @sbsylvester then bring your bitch ass to town east bitch,1
you hoes ain't got no real friends cause the shit i be seeing boyyyyyyyy my friends ah burry me 6 ft under oml if i'm ever slipping,1
kill her body with fourplay her pussy should be so weak from teasing that its impossible to hold back a orgasm during heated sex,1
@liltunechi pik taken by biebz! shout out my nig jereme rogers,1
my nig been talking bout what he gonna be for halloween since july to excited!,1
@prayingforgems the timeline boring because all the hoes out right now probably getting fucked or planning too,1
8220@guccisaybur if u say ur a mermaid it obviously means ur pussy is fishy8221,1
"""@xoxoangiee bruno fag boy"" you love me",1
i feel like that niggah pac these bitches set me up,1
@officialskai dont tell me what to do fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot,0
"@schoolfession ""bros before hoes except chicks with no clothes"" everywhere",1
wats up with ppl calling me foriegn bitch now,1
hoes be bringing they friends around they nigga and they nigga end up fucking with the bitch friend and the bitch don't even kno,1
you a pussy dawg @pipetyson,1
@idntluvhoes all i see on my timeline is ebola ebola ebola i hate school ebola ebola some twitter hoes selfie ebola ebola pull out ga8230,1
"""mam ren233e doet in haar rol net of ze ongesteld is wat is ongesteld"" van dat soort vragen waar je denkt hoe leg ik die weer uit",2
@matt29 larry bird 38,2
"""@theaveragerocks hardcore way to eat mac and cheese 1 boil water 2 snort cheese powder 3 drink boiling water 4 fuck bitches""",1
@laeveryday @mjcandance @pacdagoat @devoted2mariah @bettathanleruns @mznursebee14 @pyroballypoops wtf this bitch sounds retarded,1
everyone is talking about lebron james or the voice and i'm just here eating cream filling out of oreos,2
"rams too ""@gnarlsdarkley lakers as a whole is trash @80sbaby4life jordan hill is trash play davis and randle more""",2
8220@tricethatruth trap keep me fly that's why i love him ayyyyy you got that hoe at forever 21 huh,1
@bleacherreport video cfl lb solomon elimimian trash talks an opponent during a halftime interview,2
"@persianboi10 @ryantburnss hahaha ""chunky goalkeeper makes a save with his stomach""",2
i guess bitches got it twisted and think i'm weak or something do i look weak do i look scary do i look like somebody you finna pick w,1
@triplecz3g @offsetyrn lmao take off thru quavo can't do shit but make hooks offset da only 1 solid but i kno niccas been tellin him dat,1
@losbeonit anyone and everyone can have my ex fuck that hoe,1
you and them bitches that you came wit,1
@mikesgraffix @malachidupre all that trash talk and we win championships! you're boring me dude nationalchamps,2
"@trapicalgod if she has ""you know my name not my story"" in her bio you know she a hoe",1
@yokbfilthy shit is trash,1
i'm tryna face fuck kesha you bitches bringin beef i'll get the lettuce n ketchup,1
my homeboy got a hoe number on house arrest i said that's good she won't ask to go anywhere,1
bitch gon bounce when boosie rapping dey probably scared not too,1
@erintaylor14 @brios82 you both sure do you want to give a free pass to every border jumper in this country you two are what's wrong here,0
@gabmccarthy @rosestokoe @juliamarie892 @suline @violetethompson @camatuzzo but then there's the yellow writing on the black jerse,2
bang bitch you think i'm strange bitch it's bananas like a fucking rangatang bitch vote5sos emabiggestfans1d,1
"@chelsphelps crafty bitches ""@cheatsoflife best way to cheat on a test",1
maaaaannnn i hope so! @abrown252 @vonshayeb did we get rid of john legend looking charlie batch,2
"8220@0ddtoddler when people refer to their girlfriend as their ""bitch"" 8221 i know how it sounds but it's how we mean it lol",1
@saucygyro that was back when nigger music was decent,0
@edouglas528 quick game for sox yankshope you get home soon,2
@mgeminiquotes gemini gets irritated by jealous bitches,1
@jrsmith12 @jaynovel let these hoes be great,1
@dumbto polly want a cracker dumbto,2
"""takin it straight to dirt why finger the pussy when i know i can put my dick in it"" @xernee18",1
so that real bitch,1
@ktkasey nooo i amlmfao and don't bitch me ya bitch,1
@jonnietherotten listen twitter just because 161 assholes just followed some stupid cunt does not mean i want to piss off with your fu8230,1
8220@joebudden the bad bitches are only bad until they start talking anyway8221 he preaching,1
@heavensway 2nd and last time i'll ever call you that faggot,1
lmaoo beans @shamargothoes this bitch is so stupid smh,1
"8220@bigmamaatee there's a difference between being actually crazy amp aspiring crazy8221 real shit i can't stand ""fake crazy"" bitches",1
truuuuuuuuuuu facts both then niggaz is pussy nd i'll tag em both @meekmill nd cassidy rp by my nigga let,1
if anything i've ever said has offended you that's a you problem not a me problem don't be such a little bitch,1
think it's okay to take my property and break it fuck you bitch,0
@nathanmbennett2 lol she's always scheming dude jaime needs to keep his hoe on a leashor i mean his sister lol,1
@yepitstrey i be like fuck! here come the 5'o be cool son man fuck bitch ass 8230,1
8220@chanaee lol someone told me i had hoes so i sent them this,1
@joeylattime @mawson38 @americ00n thats just me rooting against a team i hate not banwagoning u retard u have a different favorite,0
back in this bitch again,1
@downswinging brendon urie must make other boys feel like trash,2
u stupid bitch,1
lmaoooooooo @cholliegrapes dumped the shyt outta me fuck wrong with her i'm perfect like angel pussy,1
@kingcorey 8220@skyereyes 8220@ginasanabria i have no hoes man i don't need those though 8221 i need to pick mines back up 8221,1
@lowkeygado pnd vocals so trash lmao,2
i hate ah dirty house! foul living bitches,1
@nigggapino a bitch got 8 amp i'm trinna change 2,1
"@mackgotti 8220@smco71 "" all my hoes stay mad at me i keep em hot guess they got a fever ""8221",1
merry christmas to all y'all bitches and hoes,1
anyone who came to the us as an indentured servant is white trash,0
i'm dracula bitch don't got a problem smackin a bitch kidnap em attack em with axes n shit,1
yeen no real nicca if yeen got no porn sites n your internet history,1
@whiteniggaswagg hmmm is that a ratchet hoe i smell,1
at all my ritz crackers idk what to do with myself anymore,2
@prosperindia ho no without ur vote we lost the election ak49 is taking oath as pm today,2
jump out 2nd floor window cuz i'm over my side bitch crib and my girl beatin on the door josh shaw,1
niggahs need to keep there bitches in check ',1
just a casual ghetto family twerk session,1
yes good shapely eurotrash manbooty,1
@bshiznitt fuck off bitch,1
@kingjames is such a hoe wear your shoes ya big bitch you missed the couch shot ray allen bailed you out pussy,1
@rasheedwavy @vivalakristia he bein a bitch,1
@nohazardnoparty @pibbzyx @piersmorgan @jimmclaren i can't wait for the day they take them be a boon for the entire nation,2
blessjesus the crown of his head to the sole of his feet,2
good mernin faggots,0
but who is me to talk about the next bitch flexing when9757 i done don it before,1
i would like to apologize to anyone i have called fat stupid gay nigger jew or retarded i am truly sorry jk just trolling fags,0
tikiti rough mock for the base of what will eventually be an ashtray @ tiki ti,2
where's the pic of her standing again 8220@arlisdonotchill this bitch looks like voltorb,1
skinny girls be having that gotta go a couple rounds pussy,1
9733 best asian massage on the park slope top rated spa 9733 7186220221 24,2
tryna be sumbody cinnamon apple 171@darksknstruggle now i cant trust any bitch wit pussy that taste like cinnamon apple,1
@beverlynohills bitch so they can't hold a real nigga down fa long bruh ask mama to pay this ticket fa me!,1
"@ryanrod @amazinthegreat girls say bs like ""you got too many hoes"" stop letting twitter and ig fool you i don't know these fucki8230",1
@trail take like tamu bitches jumped to 6 after beating sc which ain't that good @thejournalist44 @that1guyjeff,1
@darthmaverick7 @xcntrik @religulous @chrispyosh rather than believe that there was a man who was the very definition of good u mock it,2
@05professor @idontbekaren @kelseysocrazy this is what all of my bitches say hahaha,1
@yardieboyheem pussy watch it nuh mi neva lov mon badmon,1
"""@bigbootybishopp @whitethunduh lassen cc the coach wants me"" i feel it youll get more my nig no doubt",0
@zfearless shut up bitch it looks smooth like a booty,1
@stlnetworkguru write in christine laporta for mosen ferguson she represents all chappellenadal refer to whites as crackers amp kkk ht8230,1
this ain't no mf bitch ass,1
he was actually crying bitch,1
@jbilinovich you may be redneck if you put steak seasoning on popcorn @weidie1211,2
@zluketheduke @tonyjrodriguez just a bunch of rednecks hammered for three straight days,1
bad bitches in the pen make my toes curl,1
@willywelfare its so damn hot in this bitch,1
@wodaeeex3 @myownfriendx3 shantrell bitch we ainn talkn to you c yo ugly way out,1
can i pay you to stop being a lil bitch gah damn shut the fuck up!,1
@ericmariners @mray9729 @buckm00se @letsargueboxing i dont have time for these childish games just fight me bitch,1
tweakin hoe,1
i don't know what's more stressful midterms or flappy birds,2
@edgarguillenjr @imthatsubieguy @blakeanderson21 @joshhandsomee87 you ain't 6 feet under its not over pussy,1
9733@9733@9733@9733@9733 grand opening ! 9733@9733@9733@9733@9733 top class 9733 oriental massage 9733 perfect !9733,2
amp if you ain't a ho get up out my trap hooouseee,1
8220@jaimescudi @tonybthrz @cinndyyxoxo @briannniloo fuck me then bitch8221 shut up and roll threw,1
yep donttryme bitch bitchmode testme truth trust,1
@ichrisp 8220@shanea1 swear me n zee da only niccas who aint got da update yet8221lti'm right there wit cha bruh,1
@jpantsdotcom @toddkincannon @therealtony naaaaa just popped across my tl so i commented but nice try faggot!,1
blonde bitch wit her blue eyes like butter when she spread,1
what's so good about prom all i see is another faggot ass high school dance,0
@marcospatula stop looking porn fag,1
my hoes trippin lol,1
@ivanrabago @staycoolwheels @studhardt22 joshua is a faggot just suspend him on those grounds,0
pornandroidiphoneipadsexxxx desi paki,2
@simonemariposa using words such as 8220dick8221 and 8220pussy8221 in regular convo is just too vulgar for me,1
@steadmanterri @wheelerkashhh mann fuckk dat shit!fuckk dat bitch!,1
@bjs5555 elect democratic nominee amos powers @powers2014 2 congress tn6 defeat tea diane black red2blue tntweeters cir,2
@lexipost30 because she a typical ghetto girll,1
@therealiman the price of pussy in toronto has now declined to one henessey bottle and a quarter pounder combo with large fries,1
@deviledlegs drawing myself an organic powdered goats milk bath with rose petals and chopped clams eww what just kidding it's mr bubbl8230,2
"@rontheanchorman a girl tweeted ""you might be ghetto if u bring food from outside into the movies"" no u might be stupid if u pay 499 8230",1
@norahodonnell dishing texas trash talking pts with racist @jdickerson maybe if gbush had apologize for all his sins he wouldn't be hiding,1
@teddydeljones side hoes always winning,1
@sidehoenextdoor with your height yeah chunky bitch,1
8220@abrown30 frogger best game ever8221 only cuz you suck at flappy bird,2
@tevgonzalez you win some and lose some long as you get it on you aint a bitch,1
@isminihoran 8220i8217m running like a bitch8221 8212 michael clifford role model and inspiration to many,1
one thing i love about russel wilson he ain't a bitch about runnin it,1
@kalaylaay a side bitch made this,1
"trey songz went in on that ""looking ass bitches"" reply to nicki",1
only faggot pussies put their twitter pic of them and their dog,1
@bitesblog pat martin is gonna show some yankees a thing or two at the james beard house tonight,2
@realpimpinken pimpinkendotnet sell a bitch pussy til it's drip drop wet the vet not the pet! hey bitch!,1
@aj0427 @ashactually hey i don't always go there sometimes these three crazy bitches and one suave mfer trick me into going with them,1
@bcniggas i know plenty of hoes in love with they niggas but it be the same bitch fuckin niggas,1
you a hoe for not having deals on fried chicken @groupon,1
"""@nickiminaj wutkinda r purple ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track but in still shitted on sum gurls",1
why beg for nudes when you could fuck that bitch and make a video staring yourself and you get some booty win win,1
why are you the only thick character in the game why i gotta play a skinny bitch @kimkardashian,1
@kfromtheg mexican bitches shaped like silly puddy!,1
to spam this bitch ass nigga @hellondascale migos,1
@mtbornnard it's got good mojo for sure paybacks a bitch,1
this is great @ampowerblog loser amp coward @mikeprysner grabbed my iphone and threw it in the street he's a pussy,1
@chemicalkidss this bitch look like a fucking white trash trailer park queen lookin man bear pig,0
@murderhigashi i cannot be worried 'bout no bitch,1
aye a nicca is tired tho!,2
idk y'all ppl that gowent to aampt ackin like y'all shocked about 70 bodies it was some first class hos at t that i knew personally,1
don't trust these hoes,1
i once tried to be everything this bitch said she wanted in a man that shit didn't get me anywhere,1
don8217t believe ap8217s hohum tone latest poll is great news for republicans hot air,2
the bitches act like they don't be in the club with they ass all out in too little ass skirts amp shorts giving em yeast infections n shit,1
on ya pussy rap sheet it's a whole lot of bros !,1
me and this song bird sang in the same hs gospel choir!,2
8220@skinnysowhat @paperchaysin aye and when the hoes start coming don't forget who put you on 8221 i won't !,1
wearing pajamas tonight 4 da gook udigg grey day,2
"@blackjeezuss ""i want a black guy thats 6'9 wears jordans and has tattoos"" bitch thats a created player on 2k",1
i from the planet of apes king kong clips,2
"8220@pharaohjas ""darkskin girls ugly"" ass bitch",1
@causewereguys how to get unlimited pussy in high school,1
"@kendracae ""bitches ain't shit but hoes with tricks""",1
bad bitch with me and you kno that her ass is fat,1
johnny is a punk bitch doe,1
pillow talkin to your hoe hatin on a nigga you might lose ya chick like that !,1
still confused why king ordered two tranny hookers to the party last night,1
memorial weekend early bird wine walk price is still available! we have 21 participating locations,2
@thejoelberggren have you looked yourself this is funny this is like obama saying he is good for the economy hipster faggot funny though,1
@jaynovel real @jruiz few things worse than forcing a conversation with a dumb bitch,1
@yespaul i bitch about unnecessary things lol,1
a teen was running around target in monkey pjs screaming oo oo ah ah amp the fitting room girls were cackling was today designed to annoy me,2
"""@funnypicsdepot this the ""i play soccer cheat on girls and wear khaki coloured cargos"" haircut yup",2
@modavis if you want me to expose some more bitches,1
lakers are trash right now,0
so the young bitches amp females,1
